week,icb,synthetic_dgp_version,resp_111_calls,bed_occupancy,dtoc_patients,ae_type1_attendances,ed_4hr_breach_count,ambulance_category_red_calls,elective_admissions,elective_cancellations,acute_admissions_nonelective,total_discharges,staff_absence_rate_pct,critical_care_occupancy_pct,mental_health_inpatient_beds_occ_pct,delayed_transfers_ge_21_days,ooh_primary_care_contacts,community_crisis_team_contacts,gp_same_day_booking_rate_pct,nhs_111_online_assessments_completed,social_care_package_delays_new,infection_isolation_beds_occupied,mean_los_acute_days,winter_pressure_index_demo
69,NHS Greater Manchester ICB,2026.04.5,103.0,97.51484277107751,5.0,1011.0,138.0,68.0,342.0,41.0,591.0,962.0,7.602347572415283,78.15521034012538,89.07739974414228,42.0,1352.0,276.0,37.89650765386829,2009.0,45.0,15.0,5.815984412428094,4.933622567199937
70,NHS Greater Manchester ICB,2026.04.5,166.0,98.18568763512954,12.0,985.0,76.0,65.0,418.0,75.0,646.0,1042.0,8.520300754439731,79.03586677395852,83.23978351733007,75.0,1242.0,288.0,34.999549914771414,2007.0,51.0,21.0,6.053812102070504,5.419454291921632
71,NHS Greater Manchester ICB,2026.04.5,167.0,99.58666268866719,4.0,958.0,102.0,67.0,371.0,54.0,661.0,1002.0,7.309007940654987,79.4660796529059,81.69151480723056,90.0,1312.0,289.0,34.9750545453166,2000.0,37.0,27.0,5.709870870962403,5.050442984117387
72,NHS Greater Manchester ICB,2026.04.5,117.0,86.23758148942916,5.0,1025.0,122.0,65.0,413.0,50.0,735.0,1151.0,8.013237076454317,80.52063208007255,83.06849508349107,85.0,1377.0,270.0,,1971.0,40.0,20.0,5.98026272321005,5.607892400851932
73,NHS Greater Manchester ICB,2026.04.5,152.0,96.6496151052868,7.0,1060.0,106.0,76.0,368.0,61.0,652.0,1000.0,8.065190285115795,78.91402980141451,85.9671070066806,62.0,1459.0,278.0,37.38951300310029,2111.0,56.0,14.0,5.973846669434805,5.212756053881815
74,NHS Greater Manchester ICB,2026.04.5,111.0,95.8142791662758,5.0,1050.0,129.0,71.0,379.0,54.0,656.0,1009.0,8.458773228398124,80.59655623309834,92.62620570982217,74.0,1265.0,281.0,34.79260642675398,2199.0,53.0,25.0,5.708848714752554,5.756555847936799
75,NHS Greater Manchester ICB,2026.04.5,75.0,96.00927589131587,10.0,1021.0,122.0,73.0,394.0,54.0,659.0,1028.0,7.910346140304662,81.79838947825131,84.86757449128099,66.0,1435.0,274.0,36.591260771045434,2019.0,60.0,27.0,5.678453315869842,5.099085663002612
76,NHS Greater Manchester ICB,2026.04.5,180.0,96.74252801339682,8.0,1008.0,128.0,76.0,375.0,73.0,610.0,963.0,6.536561380084556,84.88438334218871,85.8392972122735,71.0,1326.0,302.0,32.92651011923142,2007.0,43.0,20.0,6.196343175159211,4.742587509588967
77,NHS Greater Manchester ICB,2026.04.5,116.0,93.69743270474774,7.0,1064.0,129.0,63.0,381.0,39.0,580.0,954.0,6.872233723316141,80.16330837458226,84.31320352133869,58.0,1218.0,264.0,40.9754341148357,2049.0,44.0,21.0,5.907844386974255,4.437262822365724
78,NHS Greater Manchester ICB,2026.04.5,57.0,90.35289738361232,5.0,973.0,110.0,64.0,361.0,52.0,616.0,967.0,6.007850995920182,85.4615601476343,83.51433033512761,59.0,1300.0,241.0,34.941279304228246,1985.0,40.0,22.0,5.320509970169008,4.38877206258956
79,NHS Greater Manchester ICB,2026.04.5,53.0,96.23609266861695,5.0,873.0,65.0,67.0,363.0,30.0,586.0,883.0,6.045953679421688,79.48907996539307,79.93951166889076,49.0,1266.0,223.0,38.21178171058067,1895.0,30.0,11.0,5.6633927805267845,4.3723853947564555
80,NHS Greater Manchester ICB,2026.04.5,69.0,92.98301489902002,3.0,871.0,122.0,55.0,365.0,37.0,584.0,906.0,6.084160834672675,73.94842237805013,81.85819251723474,66.0,1276.0,232.0,40.19371901339209,1875.0,40.0,21.0,5.352839519543349,5.112831799526353
81,NHS Greater Manchester ICB,2026.04.5,63.0,91.55175288766871,5.0,919.0,116.0,53.0,352.0,35.0,604.0,951.0,6.74248267185414,78.49705514367817,82.10290196614314,54.0,1283.0,302.0,37.01279925998836,1952.0,46.0,28.0,5.758715249178669,5.38831280158298
82,NHS Greater Manchester ICB,2026.04.5,,94.76080869229803,6.0,912.0,108.0,49.0,386.0,32.0,618.0,999.0,6.332406221478644,75.7904999756832,86.14201907911097,29.0,1299.0,225.0,40.364951811821406,1985.0,39.0,15.0,5.30159780704545,4.269288943970987
83,NHS Greater Manchester ICB,2026.04.5,75.0,92.31713745013518,6.0,929.0,129.0,56.0,347.0,65.0,565.0,933.0,6.553142401735712,81.85922756130674,78.24380184668166,76.0,1276.0,204.0,39.659285176224095,1891.0,37.0,23.0,5.165144298392093,4.49127710893746
84,NHS Greater Manchester ICB,2026.04.5,,91.31241024956601,8.0,928.0,136.0,59.0,390.0,47.0,611.0,990.0,5.943852566926441,78.58042061312948,79.9821916632524,64.0,1288.0,298.0,38.52413648341435,1947.0,38.0,17.0,5.800818478109099,4.38275369993827
85,NHS Greater Manchester ICB,2026.04.5,91.0,91.59570282473602,4.0,922.0,110.0,45.0,419.0,52.0,619.0,1023.0,6.792516440435416,85.57495050118274,87.5095784609365,64.0,1310.0,253.0,36.68903526098951,2063.0,40.0,27.0,6.065433450908105,4.2576389871829265
86,NHS Greater Manchester ICB,2026.04.5,123.0,97.6028820617147,4.0,906.0,93.0,58.0,347.0,43.0,581.0,953.0,6.009213841537306,79.36152311236984,83.01607692877432,69.0,1395.0,275.0,40.079619017810785,1944.0,46.0,20.0,5.299218374138559,4.39819290506211
87,NHS Greater Manchester ICB,2026.04.5,50.0,96.25645160555547,6.0,868.0,80.0,66.0,413.0,56.0,656.0,1094.0,6.178904748127828,77.5560097813926,82.94968336698655,55.0,1199.0,256.0,36.15812425312042,2024.0,53.0,17.0,5.86809876476538,3.985543633635245
88,NHS Greater Manchester ICB,2026.04.5,108.0,93.58071530678801,13.0,1015.0,160.0,81.0,417.0,57.0,638.0,1057.0,7.437042801410513,77.7410601952948,82.9903258646305,69.0,1344.0,250.0,36.74715291922415,2002.0,61.0,22.0,5.6254437108049045,5.604904894124478
89,NHS Greater Manchester ICB,2026.04.5,90.0,95.44860431275235,6.0,1015.0,152.0,62.0,337.0,43.0,631.0,927.0,6.491516027242919,84.72352913024446,87.5714039833356,75.0,1414.0,214.0,36.81430285650572,2220.0,26.0,23.0,5.143932565169666,4.746036964961084
90,NHS Greater Manchester ICB,2026.04.5,98.0,89.22807894914311,8.0,968.0,120.0,61.0,377.0,58.0,623.0,1007.0,7.352840844262075,79.12713505453264,79.17392622275942,72.0,1245.0,266.0,35.342410607634925,2078.0,38.0,28.0,5.60085204491458,5.023948444876516
91,NHS Greater Manchester ICB,2026.04.5,89.0,98.5693584662287,5.0,972.0,145.0,51.0,391.0,41.0,697.0,1061.0,7.653219813841025,85.26246172851992,86.70742930789947,47.0,1395.0,269.0,38.47964100404285,1987.0,37.0,18.0,6.286228873067279,4.84810501031315
92,NHS Greater Manchester ICB,2026.04.5,119.0,102.87190963755714,5.0,915.0,82.0,75.0,339.0,47.0,659.0,1013.0,6.912080273525807,82.59073292947332,86.70371249641347,69.0,1343.0,287.0,32.535614711061456,2137.0,51.0,19.0,5.88167860182552,4.182969867147056
93,NHS Greater Manchester ICB,2026.04.5,82.0,94.79925387751595,3.0,1010.0,138.0,50.0,427.0,46.0,626.0,1005.0,7.525688769805686,82.41123817330264,82.79614874231514,77.0,1424.0,278.0,33.410207945038955,1980.0,43.0,18.0,5.94918121360673,4.0930964702005035
94,NHS Greater Manchester ICB,2026.04.5,70.0,93.5064943933478,4.0,943.0,115.0,83.0,360.0,26.0,688.0,1028.0,7.157783211640181,80.61656485042212,86.52832389434118,58.0,1381.0,268.0,33.38804145240908,2046.0,39.0,23.0,5.116966887810065,5.103881441438991
95,NHS Greater Manchester ICB,2026.04.5,74.0,90.11042842211346,2.0,962.0,115.0,62.0,362.0,52.0,630.0,984.0,8.205938500722418,80.31752700238117,86.70907271172209,79.0,1349.0,292.0,38.95151147527322,1969.0,49.0,20.0,6.2191530376195745,5.024165682132445
96,NHS Greater Manchester ICB,2026.04.5,91.0,101.26783723824774,7.0,966.0,94.0,65.0,399.0,76.0,545.0,955.0,7.081786487537467,82.78072652422094,74.8706239711559,69.0,1353.0,260.0,38.33685060576578,1858.0,48.0,21.0,5.455236678316667,4.359114230904273
97,NHS Greater Manchester ICB,2026.04.5,122.0,90.09303012275325,7.0,983.0,132.0,63.0,359.0,52.0,649.0,973.0,7.768949333560335,84.64915635407836,85.23257005401021,68.0,1396.0,235.0,36.91317791285668,2054.0,38.0,23.0,6.062223218265504,5.151459217550323
98,NHS Greater Manchester ICB,2026.04.5,48.0,95.99994721473902,5.0,951.0,106.0,61.0,374.0,68.0,593.0,952.0,6.969510587748603,83.40857486255415,88.39089353844604,80.0,1350.0,227.0,37.089152053137134,1794.0,58.0,20.0,5.47626595981801,4.682564103048959
99,NHS Greater Manchester ICB,2026.04.5,100.0,88.7065762853988,7.0,973.0,132.0,71.0,385.0,54.0,657.0,1062.0,7.016510390430527,84.18637785184602,75.62930281171225,64.0,1339.0,244.0,34.59129326733184,2107.0,54.0,25.0,5.732563190734066,4.883015662333422
100,NHS Greater Manchester ICB,2026.04.5,148.0,97.63562284060558,5.0,1025.0,127.0,73.0,420.0,60.0,637.0,1017.0,7.257603772320501,80.28092680466038,84.54391162319972,62.0,1221.0,289.0,38.780554228302044,1998.0,47.0,20.0,5.505623453294648,4.109398197808242
101,NHS Greater Manchester ICB,2026.04.5,129.0,92.50800790104256,4.0,1028.0,129.0,65.0,411.0,76.0,561.0,953.0,8.531005386001263,84.14734625680366,92.44077688079072,77.0,1314.0,247.0,37.20850001819862,2053.0,37.0,25.0,5.512098982932829,5.077719295210571
102,NHS Greater Manchester ICB,2026.04.5,190.0,100.58460821346789,4.0,1026.0,165.0,71.0,355.0,74.0,664.0,999.0,7.308263896190319,85.28633369740996,82.44180621040331,77.0,1427.0,276.0,37.395444688814685,1929.0,46.0,25.0,5.458771446476442,5.156663651492469
103,NHS Greater Manchester ICB,2026.04.5,144.0,96.287738170609,7.0,1041.0,93.0,65.0,311.0,67.0,577.0,869.0,7.4907603001012095,80.34196049319237,87.70542257547693,80.0,1298.0,253.0,36.21830013539264,2056.0,47.0,24.0,5.57028024418476,5.4584139074906055
104,NHS Greater Manchester ICB,2026.04.5,192.0,95.50895501814526,4.0,1060.0,170.0,62.0,428.0,53.0,608.0,1043.0,8.975143443057705,77.77288439242783,88.38039298579146,96.0,1392.0,256.0,34.40044591013371,1928.0,69.0,22.0,5.405022297274921,5.551447643615148
105,NHS Greater Manchester ICB,2026.04.5,175.0,102.05492702913149,4.0,991.0,112.0,72.0,385.0,48.0,658.0,1048.0,8.257654721587606,85.04862449156487,87.53245697505825,74.0,1245.0,229.0,36.620596207954776,2042.0,43.0,22.0,5.334561246069047,5.4652416607994345
106,NHS Greater Manchester ICB,2026.04.5,121.0,93.60030711595216,9.0,987.0,108.0,72.0,374.0,59.0,701.0,1052.0,8.42059305111613,81.73417244704216,91.90565255034373,87.0,1449.0,277.0,,2010.0,62.0,28.0,5.527083706970155,4.514699457951273
107,NHS Greater Manchester ICB,2026.04.5,171.0,98.71939219879994,4.0,1030.0,97.0,65.0,401.0,66.0,678.0,1045.0,7.35171904665044,88.33546917205433,83.92561044957255,63.0,1358.0,251.0,37.75887371434797,2064.0,55.0,25.0,5.8262735064759426,5.221109655974809
108,NHS Greater Manchester ICB,2026.04.5,247.0,97.17422813031975,9.0,1039.0,121.0,74.0,387.0,57.0,645.0,1012.0,7.841065426931214,86.05850327316806,89.5299382822843,76.0,1440.0,306.0,37.11094399937565,1998.0,55.0,24.0,5.640222111333656,5.5425250801259045
109,NHS Greater Manchester ICB,2026.04.5,154.0,103.092828849807,5.0,1044.0,128.0,66.0,388.0,66.0,661.0,1026.0,7.114438064075836,81.53237101410187,84.86135094773086,46.0,1355.0,283.0,36.6841295962824,1980.0,61.0,19.0,5.613109355564607,5.16831532406823
110,NHS Greater Manchester ICB,2026.04.5,193.0,95.76134084697118,10.0,1058.0,75.0,68.0,385.0,54.0,626.0,968.0,7.8877050676163165,84.45531204126775,89.63613596289409,92.0,1353.0,258.0,37.500662630988984,2004.0,67.0,25.0,5.742879366681983,5.8734727944925975
111,NHS Greater Manchester ICB,2026.04.5,255.0,95.011926507982,7.0,1048.0,127.0,64.0,414.0,69.0,670.0,1070.0,8.23720131189186,86.96667041933482,87.70517685803834,93.0,1421.0,316.0,37.18853507138695,1962.0,71.0,30.0,6.5631999417537985,6.126033517420629
112,NHS Greater Manchester ICB,2026.04.5,262.0,98.53709868038398,14.0,1061.0,128.0,75.0,400.0,81.0,723.0,1108.0,6.919561663392103,84.95664444747781,88.47683369420292,85.0,1278.0,259.0,37.957858978467485,2102.0,55.0,26.0,5.726607569738418,5.802420174078502
113,NHS Greater Manchester ICB,2026.04.5,250.0,97.09525051012785,6.0,1064.0,93.0,73.0,350.0,61.0,619.0,933.0,9.135313015185718,82.25129403936702,84.59630848573023,83.0,1448.0,260.0,36.19163267965722,2073.0,58.0,26.0,5.868297360408404,5.794330069717797
114,NHS Greater Manchester ICB,2026.04.5,279.0,98.96981871972116,10.0,1100.0,181.0,73.0,458.0,76.0,703.0,1128.0,8.218880909275738,88.25614719768333,97.1381744466207,80.0,1501.0,344.0,37.918248195685976,1920.0,36.0,22.0,5.68389292959879,6.1128537733170045
115,NHS Greater Manchester ICB,2026.04.5,258.0,99.43508188316432,3.0,1056.0,122.0,70.0,387.0,47.0,684.0,1006.0,8.140619126224223,86.66885017087374,84.5869287499592,88.0,1410.0,299.0,30.180692804221856,2266.0,47.0,27.0,5.9645458337418535,5.849664421847642
116,NHS Greater Manchester ICB,2026.04.5,290.0,97.71401917006744,11.0,1034.0,141.0,73.0,410.0,72.0,680.0,1092.0,8.633084404028311,85.23528386967763,86.99231717807403,93.0,1341.0,297.0,36.065710556699756,2163.0,52.0,22.0,5.726012028980083,5.4563117671036565
117,NHS Greater Manchester ICB,2026.04.5,,97.64470813784146,11.0,1045.0,103.0,72.0,411.0,70.0,749.0,1159.0,8.892011907543443,85.91052652034654,91.61315152264433,98.0,1276.0,277.0,35.07675014739003,2192.0,61.0,24.0,5.834514222952612,5.084435275107305
118,NHS Greater Manchester ICB,2026.04.5,312.0,104.47605209917069,11.0,1039.0,105.0,77.0,396.0,70.0,673.0,1030.0,8.106362753006946,88.14495365718933,90.22359451874527,102.0,1372.0,254.0,32.313220095287086,2108.0,55.0,30.0,5.214242692585958,5.463339809401631
119,NHS Greater Manchester ICB,2026.04.5,213.0,97.0137735181406,10.0,1072.0,116.0,68.0,380.0,74.0,750.0,1124.0,8.492605089561973,85.333371459935,80.90524448685788,89.0,1407.0,295.0,37.30666665063635,2149.0,44.0,32.0,6.346426325075015,5.714728783682279
120,NHS Greater Manchester ICB,2026.04.5,232.0,101.83948400702735,11.0,1032.0,158.0,78.0,375.0,73.0,754.0,1130.0,8.276434914064039,85.26457309879267,85.81092625584259,79.0,1414.0,260.0,36.41943316022853,2317.0,57.0,28.0,6.131450686327517,5.888908264925182
121,NHS Greater Manchester ICB,2026.04.5,268.0,96.85286076853902,7.0,1122.0,153.0,73.0,431.0,73.0,700.0,1097.0,9.033301887252053,87.463256466182,90.20881471692223,83.0,1353.0,351.0,38.75139874711147,2146.0,58.0,27.0,5.94600865636798,5.735668390150096
122,NHS Greater Manchester ICB,2026.04.5,301.0,97.48301398194772,6.0,1066.0,107.0,87.0,376.0,,681.0,1044.0,9.524607928710923,82.60598026288797,79.65478557549143,83.0,1511.0,368.0,37.76770573491741,2011.0,55.0,35.0,6.5062048705323425,5.7416948724143895
123,NHS Greater Manchester ICB,2026.04.5,175.0,96.37831829984425,5.0,1123.0,135.0,61.0,448.0,72.0,651.0,1053.0,7.324699811185927,84.47481375077531,86.09394739145881,83.0,1388.0,333.0,39.631645660889085,2121.0,48.0,27.0,6.133998185902921,5.190595891469021
124,NHS Greater Manchester ICB,2026.04.5,214.0,100.86348467447793,8.0,978.0,102.0,71.0,370.0,61.0,628.0,1017.0,8.667320860384836,82.09292517556503,85.31671125330789,91.0,1392.0,344.0,34.590919735872255,2108.0,55.0,21.0,5.442405069995637,5.428412552048396
125,NHS Greater Manchester ICB,2026.04.5,193.0,94.82791401185784,6.0,1116.0,158.0,57.0,413.0,48.0,663.0,1030.0,7.758516703435439,82.58996849438807,93.84585188748176,101.0,1375.0,289.0,37.50571838194124,2045.0,60.0,26.0,5.8775556746586615,5.051145666152275
126,NHS Greater Manchester ICB,2026.04.5,297.0,100.43259297699575,10.0,994.0,94.0,76.0,403.0,63.0,613.0,982.0,9.113280664921742,83.46216202064718,84.6336949919074,65.0,1278.0,340.0,32.79968660125968,1929.0,44.0,23.0,6.260264175813424,5.543819685365697
127,NHS Greater Manchester ICB,2026.04.5,247.0,100.14711111844242,9.0,1114.0,131.0,70.0,425.0,71.0,611.0,1068.0,8.480554524911417,81.81228120347939,90.29926220593921,89.0,1297.0,273.0,35.34245276676623,2070.0,49.0,23.0,5.3550689115609895,5.48409836329158
128,NHS Greater Manchester ICB,2026.04.5,,101.47096627305285,7.0,1096.0,127.0,76.0,428.0,43.0,617.0,977.0,8.557322870141464,84.90456546493604,84.39060952929813,86.0,1414.0,275.0,34.442839911951566,1865.0,59.0,27.0,5.954380691245146,5.136599355031527
129,NHS Greater Manchester ICB,2026.04.5,238.0,98.97859807251434,6.0,1010.0,106.0,72.0,454.0,75.0,724.0,1126.0,8.167035696415498,86.43206744409648,84.89593146008157,72.0,1403.0,279.0,39.44227673068066,2062.0,55.0,27.0,6.280847677503783,5.3427227771343935
130,NHS Greater Manchester ICB,2026.04.5,225.0,100.64264990631102,4.0,1059.0,141.0,73.0,382.0,62.0,739.0,1129.0,10.31250646568484,86.56790849751604,85.20563133859488,110.0,1420.0,289.0,32.853063198432274,2044.0,57.0,17.0,6.444726326744547,5.669583741284644
131,NHS Greater Manchester ICB,2026.04.5,175.0,96.87510919042174,10.0,1075.0,142.0,64.0,410.0,53.0,664.0,1028.0,8.427196303684076,82.5228674511135,82.04809589111639,99.0,1471.0,319.0,35.12942983417483,2047.0,48.0,26.0,6.005116747203155,6.160752411900871
132,NHS Greater Manchester ICB,2026.04.5,212.0,99.00285232127484,10.0,1119.0,115.0,71.0,417.0,86.0,721.0,1125.0,8.738972501806083,84.51972622890224,89.03037832209625,73.0,1407.0,294.0,35.460875701986396,2155.0,50.0,37.0,6.241808308899381,5.398209381238476
133,NHS Greater Manchester ICB,2026.04.5,240.0,101.10640642148088,10.0,1068.0,127.0,72.0,358.0,70.0,647.0,952.0,8.517829106690327,84.14593618110348,92.91893465959318,83.0,1479.0,266.0,33.90233695314593,2044.0,47.0,30.0,6.352925392931977,5.360248291218945
134,NHS Greater Manchester ICB,2026.04.5,227.0,99.42601547418487,3.0,1130.0,133.0,80.0,441.0,,671.0,1102.0,9.674016043973575,84.53765981339065,91.43886090619237,93.0,1471.0,375.0,35.950869289111765,2304.0,43.0,30.0,6.2423643393697965,5.5182367628192734
135,NHS Greater Manchester ICB,2026.04.5,324.0,96.44936426422503,6.0,1076.0,186.0,88.0,341.0,75.0,730.0,1062.0,9.252689839366198,91.91135227351418,82.68732668594369,78.0,1537.0,294.0,32.97505211557814,2050.0,41.0,30.0,5.611236042735696,5.469365283536166
136,NHS Greater Manchester ICB,2026.04.5,184.0,100.80762974921002,7.0,1034.0,108.0,75.0,421.0,61.0,725.0,1117.0,8.791939854090948,86.12842870128507,90.73102071918295,75.0,1425.0,291.0,36.45444546838744,2083.0,58.0,26.0,6.063083881429702,5.6426914957771
137,NHS Greater Manchester ICB,2026.04.5,192.0,93.49536756764053,2.0,1080.0,125.0,62.0,406.0,50.0,651.0,1041.0,7.857543126366184,84.12041140535632,85.02655295379046,79.0,1339.0,260.0,,2030.0,38.0,30.0,5.742895530987346,5.405951123455289
138,NHS Greater Manchester ICB,2026.04.5,228.0,97.24292535346952,8.0,1050.0,143.0,60.0,425.0,77.0,678.0,1070.0,8.882011664929523,90.0593387142003,84.33301354719013,105.0,1349.0,326.0,31.996925623662886,2039.0,71.0,23.0,5.920829610704236,5.725819858149756
139,NHS Greater Manchester ICB,2026.04.5,251.0,98.6006172255034,6.0,1069.0,140.0,76.0,392.0,63.0,660.0,1059.0,8.749350964729619,86.08320953944458,89.34724729714857,98.0,1312.0,296.0,35.73447025428248,2097.0,56.0,28.0,5.815624341638491,5.782794278923988
140,NHS Greater Manchester ICB,2026.04.5,194.0,97.50753497898262,9.0,1077.0,161.0,79.0,374.0,57.0,668.0,1020.0,8.668224115792762,82.99586679786563,91.03472000711359,96.0,1459.0,293.0,36.51603768682111,2157.0,56.0,21.0,5.7334613001511014,4.950870443915547
141,NHS Greater Manchester ICB,2026.04.5,338.0,97.18859234282182,6.0,1072.0,183.0,71.0,443.0,65.0,734.0,1135.0,7.897715524917585,81.85568670632384,86.96886888326486,94.0,1282.0,264.0,32.43894975158593,2245.0,63.0,25.0,5.903837018692613,5.282617828450102
142,NHS Greater Manchester ICB,2026.04.5,324.0,96.11992046442292,5.0,1057.0,116.0,78.0,345.0,88.0,714.0,1066.0,8.310029772542192,83.58595214913235,88.42101993669822,80.0,1409.0,295.0,32.31665429146189,2158.0,44.0,34.0,6.150691660270242,5.476099008698818
143,NHS Greater Manchester ICB,2026.04.5,236.0,98.06002776919244,8.0,1057.0,139.0,85.0,405.0,83.0,683.0,1067.0,6.9301272077567395,89.88478091810076,86.48458132868974,71.0,1385.0,270.0,,2136.0,56.0,31.0,6.181768263028668,4.9340420384776005
144,NHS Greater Manchester ICB,2026.04.5,279.0,101.46423991649664,6.0,1118.0,138.0,89.0,433.0,63.0,698.0,1157.0,8.290765676669544,86.06420192315989,89.87918354470804,88.0,1462.0,316.0,34.905905475693366,2039.0,68.0,24.0,6.840184252165512,5.245977279504089
145,NHS Greater Manchester ICB,2026.04.5,343.0,102.2508465571348,6.0,1101.0,126.0,71.0,440.0,77.0,688.0,1092.0,9.057756847892112,84.09940001980247,91.12023989388074,78.0,1476.0,305.0,,2236.0,63.0,29.0,6.20737807798093,5.906872227439929
146,NHS Greater Manchester ICB,2026.04.5,404.0,98.7267947854094,5.0,1126.0,99.0,95.0,446.0,52.0,720.0,1122.0,8.592209309488425,87.4730184558069,89.4576668998465,112.0,1381.0,299.0,35.18917984781838,2158.0,73.0,32.0,5.858323041872197,6.307823279963274
147,NHS Greater Manchester ICB,2026.04.5,215.0,99.14852673008173,9.0,1118.0,136.0,75.0,443.0,75.0,700.0,1069.0,10.147126521737047,90.66233332061866,88.05443793053341,89.0,1551.0,340.0,35.917458687557634,2138.0,58.0,26.0,6.181291798292926,6.098080020145473
148,NHS Greater Manchester ICB,2026.04.5,324.0,100.92686420230642,6.0,1071.0,112.0,91.0,453.0,69.0,746.0,1154.0,9.53142155205675,89.59875247363571,89.33705063967565,79.0,1388.0,309.0,35.730496367958274,2094.0,65.0,32.0,5.93979903900125,5.678821114824268
149,NHS Greater Manchester ICB,2026.04.5,281.0,97.95018939653569,7.0,1114.0,142.0,60.0,391.0,73.0,689.0,988.0,9.918905684032515,86.3441140046452,90.67348749022294,80.0,1451.0,344.0,38.75670835203698,1971.0,54.0,26.0,5.62388037522257,5.26979953898815
150,NHS Greater Manchester ICB,2026.04.5,230.0,98.4184317653919,13.0,1054.0,146.0,65.0,381.0,74.0,746.0,1143.0,7.33906569789148,95.50277928764797,89.7120940660563,107.0,1399.0,283.0,37.73790523039681,2267.0,51.0,29.0,5.589085785767202,5.850189227759302
151,NHS Greater Manchester ICB,2026.04.5,249.0,97.58329689688222,12.0,1053.0,148.0,72.0,344.0,73.0,698.0,1001.0,9.705294287720648,86.53208113585548,95.8794890466475,70.0,1479.0,307.0,32.25723513273284,2062.0,63.0,25.0,6.375164938063944,5.802284986375356
152,NHS Greater Manchester ICB,2026.04.5,332.0,99.90119428707635,7.0,1108.0,126.0,72.0,405.0,83.0,668.0,1047.0,8.084993698493054,85.95559012520374,88.8644926404818,103.0,1384.0,294.0,34.86283714501891,1994.0,60.0,30.0,6.125390673175055,5.988775885873538
153,NHS Greater Manchester ICB,2026.04.5,269.0,99.90838372980149,11.0,1122.0,118.0,87.0,442.0,77.0,710.0,1194.0,9.312089582339572,85.88089291836442,90.01162019521293,102.0,1308.0,271.0,38.763391462791894,2201.0,62.0,30.0,6.007132285436605,5.5805361819116435
154,NHS Greater Manchester ICB,2026.04.5,301.0,98.79613692532041,11.0,1066.0,101.0,76.0,444.0,62.0,669.0,1038.0,8.911811289960767,84.00061050741702,92.99007224703912,80.0,1414.0,311.0,34.84259804044367,2124.0,62.0,31.0,6.097926034181955,6.372106188181221
155,NHS Greater Manchester ICB,2026.04.5,272.0,102.90709116578807,9.0,1140.0,114.0,64.0,435.0,69.0,679.0,1066.0,9.095705144352555,91.80032777644219,89.7955965660457,94.0,1394.0,291.0,32.663258032894994,2074.0,58.0,18.0,5.859152175567043,5.647390096423394
0,NHS South East London ICB,2026.04.5,83.0,91.66243271371947,6.0,1020.0,170.0,57.0,401.0,15.0,541.0,867.0,5.396383607699824,74.48119677519338,79.24810776552965,43.0,1206.0,230.0,38.87864743278435,2088.0,39.0,20.0,5.5806445290663955,4.38215711046701
1,NHS South East London ICB,2026.04.5,89.0,85.74535053441117,1.0,948.0,110.0,65.0,410.0,45.0,586.0,1018.0,6.522611838365574,74.99104316485946,88.66397672186937,51.0,1285.0,235.0,43.93440233406416,2112.0,53.0,22.0,5.696926461526014,4.469368528141663
2,NHS South East London ICB,2026.04.5,119.0,92.95156945640247,3.0,938.0,93.0,57.0,417.0,43.0,579.0,965.0,6.551801239446766,77.7207319777521,86.71160613389317,55.0,1151.0,227.0,,1990.0,34.0,26.0,5.0829596663058245,4.464385431552849
3,NHS South East London ICB,2026.04.5,145.0,90.68787554014604,4.0,1029.0,87.0,54.0,447.0,37.0,681.0,1084.0,7.687268119448496,79.39576844541118,81.12745307888997,67.0,1223.0,255.0,38.06460793486146,2169.0,34.0,26.0,5.85436625141063,5.373439076398569
4,NHS South East London ICB,2026.04.5,121.0,91.10401633829389,11.0,958.0,117.0,53.0,409.0,41.0,643.0,1012.0,7.526866868737995,83.38640857999903,81.43074990332289,81.0,1323.0,262.0,37.57066620798208,1984.0,53.0,26.0,5.520912384609854,4.9409113975414005
5,NHS South East London ICB,2026.04.5,36.0,95.88959506591789,3.0,913.0,106.0,53.0,403.0,58.0,582.0,890.0,7.329686661089897,84.78388488893773,87.46242775375622,60.0,1260.0,300.0,36.893651368922015,2061.0,40.0,16.0,5.611191393859526,5.281840596190542
6,NHS South East London ICB,2026.04.5,83.0,91.14307290635207,2.0,971.0,112.0,65.0,361.0,45.0,614.0,960.0,6.682919535866636,77.13090500958224,77.46640793353428,55.0,1314.0,254.0,41.62306770883303,1930.0,38.0,18.0,5.750895815977054,4.063926147229671
7,NHS South East London ICB,2026.04.5,93.0,90.22112702858871,8.0,863.0,99.0,69.0,391.0,45.0,541.0,915.0,7.650351275135627,81.86445051317598,82.1936239181654,73.0,1306.0,259.0,41.452866609348355,2055.0,56.0,19.0,5.805315640811099,5.157666384340223
8,NHS South East London ICB,2026.04.5,56.0,92.71447345517645,8.0,971.0,112.0,60.0,311.0,,590.0,877.0,6.443432053823324,77.625564174264,82.9602382121744,44.0,1229.0,253.0,37.490052480196994,1939.0,34.0,19.0,5.576202831658073,4.828961737770568
9,NHS South East London ICB,2026.04.5,53.0,87.83870373729215,4.0,920.0,100.0,40.0,399.0,46.0,572.0,943.0,6.414874339687133,72.988964839212,79.66940495632176,51.0,1326.0,284.0,37.44264766071121,1959.0,32.0,15.0,5.320210299765191,4.792010244934728
